102150401,1021504,Cyili 
102150402,1021504,Kacyatwa 
102150403,1021504,Kandamira 
102150404,1021504,Kantabana 
102150405,1021504,Munini 
102150501,1021505,Abanyangeyo 
102150502,1021505,Kibenga 
102150503,1021505,Nyamvumvu 
102150601,1021506,Kamusare 
102150602,1021506,Karwiru 
102150603,1021506,Kigabiro 
102150604,1021506,Rukerereza 
102150605,1021506,Rwintare 
103010101,1030101,Gahanga 
103010102,1030101,Gatare 
103010103,1030101,Gatovu 
103010104,1030101,Rinini 
103010105,1030101,Rwinanka 
103010106,1030101,Ubumwe 
103010201,1030102,Kabeza 
103010202,1030102,Kabidandi 
103010203,1030102,Kiyanja 
103010204,1030102,Nyacyonga 
103010205,1030102,Nyagafunzo 
103010206,1030102,Nyakuguma 
103010207,1030102,Rugando Ii 
103010301,1030103,Amahoro 
103010302,1030103,Bigo 
103010303,1030103,Kabeza 
103010304,1030103,Kamuyinga 
103010305,1030103,Karembure 
103010306,1030103,Kimena 
103010307,1030103,Mubuga 
103010308,1030103,Rwamaya 
103010401,1030104,Kampuro 
103010402,1030104,Kigasa 
103010403,1030104,Mashyiga 
103010404,1030104,Nyabigugu 
103010405,1030104,Nyamuharaza 
103010406,1030104,Rukore 
103010407,1030104,Runyoni 
103010408,1030104,Sabununga 
103010501,1030105,Kigarama 
103010502,1030105,Kinyana 
103010503,1030105,Mugendo 
103010504,1030105,Nunga I 
103010505,1030105,Nunga Ii 
103010506,1030105,Rugasa 
103010601,1030106,Gahosha 
103010602,1030106,Gashubi 
103010603,1030106,Kaboshya 
103010604,1030106,Karambo 
103010605,1030106,Rebero 
103010606,1030106,Rugando I 
103020101,1030201,Amahoro 
103020102,1030201,Gakoki 
103020103,1030201,Gatenga 
103020104,1030201,Ihuriro 
103020105,1030201,Isangano 
103020106,1030201,Rugari 
103020201,1030202,Gwiza 
103020202,1030202,Ihuriro 
103020203,1030202,Jyambere 
103020204,1030202,Kamabuye 
103020205,1030202,Mahoro 
103020206,1030202,Ramiro 
103020207,1030202,Rebero 
103020208,1030202,Rugwiro 
103020209,1030202,Ruhuka 
103020210,1030202,Sangwa 
103020301,1030203,Bwiza 
103020302,1030203,Cyeza 
103020303,1030203,Gasabo 
103020304,1030203,Ihuriro 
103020305,1030203,Isonga 
103020306,1030203,Juru 
103020307,1030203,Marembo 
103020308,1030203,Murambi 
103020309,1030203,Nyanza 
